file_name,label,label_name
80117.png,0,Speed limit (20km/h)
80118.png,26,Traffic signals
80119.png,19,Dangerous curve to the left
80120.png,27,Pedestrians
80121.png,24,Road narrows on the right
80122.png,37,Go straight or left
80123.png,4,Speed limit (70km/h)
80124.png,6,End of speed limit (80km/h)
80125.png,3,Speed limit (60km/h)
80126.png,23,Slippery road
80127.png,13,Yield
80128.png,16,Vehicles over 3.5 metric tons prohibited
80129.png,37,Go straight or left
80130.png,20,Dangerous curve to the right
80131.png,30,Beware of ice/snow
80132.png,21,Double curve
80133.png,22,Bumpy road
80134.png,40,Roundabout mandatory
80135.png,23,Slippery road
80136.png,39,Keep left
80137.png,31,Wild animals crossing
80138.png,32,End of all speed and passing limits
80139.png,37,Go straight or left
80140.png,4,Speed limit (70km/h)
80141.png,40,Roundabout mandatory
80142.png,2,Speed limit (50km/h)
80143.png,17,No entry
80144.png,9,No passing
80145.png,9,No passing
80146.png,37,Go straight or left
80147.png,26,Traffic signals
80148.png,39,Keep left
80149.png,1,Speed limit (30km/h)
80150.png,34,Turn left ahead
80151.png,29,Bicycles crossing
80152.png,11,Right-of-way at the next intersection
80153.png,5,Speed limit (80km/h)
80154.png,27,Pedestrians
80155.png,4,Speed limit (70km/h)
80156.png,19,Dangerous curve to the left
80157.png,36,Go straight or right
80158.png,13,Yield
80159.png,21,Double curve
80160.png,36,Go straight or right
80161.png,5,Speed limit (80km/h)
80162.png,18,General caution
80163.png,18,General caution
80164.png,37,Go straight or left
80165.png,29,Bicycles crossing
80166.png,10,No passing for vehicles over 3.5 metric tons
80167.png,1,Speed limit (30km/h)
80168.png,41,End of no passing
80169.png,39,Keep left
80170.png,33,Turn right ahead
80171.png,0,Speed limit (20km/h)
80172.png,27,Pedestrians
80173.png,37,Go straight or left
80174.png,7,Speed limit (100km/h)
80175.png,22,Bumpy road
80176.png,4,Speed limit (70km/h)
80177.png,5,Speed limit (80km/h)
80178.png,6,End of speed limit (80km/h)
80179.png,36,Go straight or right
80180.png,5,Speed limit (80km/h)
80181.png,14,Stop
80182.png,34,Turn left ahead
80183.png,14,Stop
80184.png,35,Ahead only
80185.png,36,Go straight or right
80186.png,42,End of no passing by vehicles over 3.5 metric tons
80187.png,40,Roundabout mandatory
80188.png,40,Roundabout mandatory
80189.png,32,End of all speed and passing limits
80190.png,1,Speed limit (30km/h)
80191.png,28,Children crossing
80192.png,36,Go straight or right
80193.png,34,Turn left ahead
80194.png,15,No vehicles
80195.png,20,Dangerous curve to the right
80196.png,5,Speed limit (80km/h)
80197.png,25,Road work
80198.png,36,Go straight or right
80199.png,18,General caution
80200.png,4,Speed limit (70km/h)
80201.png,0,Speed limit (20km/h)
80202.png,24,Road narrows on the right
80203.png,39,Keep left
80204.png,8,Speed limit (120km/h)
80205.png,21,Double curve
80206.png,10,No passing for vehicles over 3.5 metric tons
80207.png,20,Dangerous curve to the right
80208.png,27,Pedestrians
80209.png,16,Vehicles over 3.5 metric tons prohibited
80210.png,15,No vehicles
80211.png,7,Speed limit (100km/h)
80212.png,30,Beware of ice/snow
80213.png,30,Beware of ice/snow
80214.png,20,Dangerous curve to the right
80215.png,36,Go straight or right
80216.png,41,End of no passing
80217.png,25,Road work
80218.png,15,No vehicles
80219.png,40,Roundabout mandatory
80220.png,13,Yield
80221.png,4,Speed limit (70km/h)
80222.png,32,End of all speed and passing limits
80223.png,4,Speed limit (70km/h)
80224.png,29,Bicycles crossing
80225.png,42,End of no passing by vehicles over 3.5 metric tons
80226.png,17,No entry
80227.png,19,Dangerous curve to the left
80228.png,1,Speed limit (30km/h)
80229.png,30,Beware of ice/snow
80230.png,22,Bumpy road
80231.png,36,Go straight or right
80232.png,11,Right-of-way at the next intersection
80233.png,4,Speed limit (70km/h)
80234.png,34,Turn left ahead
80235.png,31,Wild animals crossing
80236.png,24,Road narrows on the right
80237.png,37,Go straight or left
80238.png,13,Yield
80239.png,42,End of no passing by vehicles over 3.5 metric tons
80240.png,12,Priority road
80241.png,0,Speed limit (20km/h)
80242.png,5,Speed limit (80km/h)
80243.png,27,Pedestrians
80244.png,2,Speed limit (50km/h)
80245.png,21,Double curve
80246.png,7,Speed limit (100km/h)
80247.png,4,Speed limit (70km/h)
80248.png,8,Speed limit (120km/h)
80249.png,6,End of speed limit (80km/h)
80250.png,16,Vehicles over 3.5 metric tons prohibited
80251.png,37,Go straight or left
80252.png,19,Dangerous curve to the left
80253.png,28,Children crossing
80254.png,1,Speed limit (30km/h)
80255.png,8,Speed limit (120km/h)
80256.png,38,Keep right
80257.png,2,Speed limit (50km/h)
80258.png,9,No passing
80259.png,22,Bumpy road
80260.png,18,General caution
80261.png,23,Slippery road
80262.png,8,Speed limit (120km/h)
80263.png,25,Road work
80264.png,3,Speed limit (60km/h)
80265.png,5,Speed limit (80km/h)
80266.png,3,Speed limit (60km/h)
80267.png,14,Stop
80268.png,36,Go straight or right
80269.png,18,General caution
80270.png,35,Ahead only
80271.png,10,No passing for vehicles over 3.5 metric tons
80272.png,37,Go straight or left
80273.png,31,Wild animals crossing
80274.png,20,Dangerous curve to the right
80275.png,29,Bicycles crossing
80276.png,32,End of all speed and passing limits
80277.png,15,No vehicles
80278.png,37,Go straight or left
80279.png,8,Speed limit (120km/h)
80280.png,16,Vehicles over 3.5 metric tons prohibited
80281.png,39,Keep left
80282.png,17,No entry
80283.png,23,Slippery road
80284.png,5,Speed limit (80km/h)
80285.png,10,No passing for vehicles over 3.5 metric tons
80286.png,15,No vehicles
80287.png,32,End of all speed and passing limits
80288.png,1,Speed limit (30km/h)
80289.png,23,Slippery road
80290.png,28,Children crossing
80291.png,33,Turn right ahead
80292.png,40,Roundabout mandatory
80293.png,39,Keep left
80294.png,39,Keep left
80295.png,26,Traffic signals
80296.png,30,Beware of ice/snow
80297.png,26,Traffic signals
80298.png,11,Right-of-way at the next intersection
80299.png,9,No passing
80300.png,21,Double curve
80301.png,10,No passing for vehicles over 3.5 metric tons
80302.png,17,No entry
80303.png,18,General caution
80304.png,6,End of speed limit (80km/h)
80305.png,11,Right-of-way at the next intersection
80306.png,20,Dangerous curve to the right
80307.png,11,Right-of-way at the next intersection
80308.png,21,Double curve
80309.png,9,No passing
80310.png,9,No passing
80311.png,17,No entry
80312.png,2,Speed limit (50km/h)
80313.png,3,Speed limit (60km/h)
80314.png,10,No passing for vehicles over 3.5 metric tons
80315.png,5,Speed limit (80km/h)
80316.png,23,Slippery road
80317.png,37,Go straight or left
80318.png,42,End of no passing by vehicles over 3.5 metric tons
80319.png,28,Children crossing
80320.png,11,Right-of-way at the next intersection
80321.png,24,Road narrows on the right
80322.png,30,Beware of ice/snow
80323.png,15,No vehicles
80324.png,0,Speed limit (20km/h)
80325.png,34,Turn left ahead
80326.png,21,Double curve
80327.png,5,Speed limit (80km/h)
80328.png,31,Wild animals crossing
80329.png,7,Speed limit (100km/h)
80330.png,0,Speed limit (20km/h)
80331.png,30,Beware of ice/snow
80332.png,37,Go straight or left
80333.png,21,Double curve
80334.png,32,End of all speed and passing limits
80335.png,11,Right-of-way at the next intersection
80336.png,22,Bumpy road
80337.png,23,Slippery road
80338.png,26,Traffic signals
80339.png,21,Double curve
80340.png,23,Slippery road
80341.png,36,Go straight or right
80342.png,6,End of speed limit (80km/h)
80343.png,18,General caution
80344.png,34,Turn left ahead
80345.png,11,Right-of-way at the next intersection
80346.png,27,Pedestrians
80347.png,22,Bumpy road
80348.png,39,Keep left
80349.png,24,Road narrows on the right
80350.png,30,Beware of ice/snow
80351.png,42,End of no passing by vehicles over 3.5 metric tons
80352.png,35,Ahead only
80353.png,31,Wild animals crossing
80354.png,15,No vehicles
80355.png,0,Speed limit (20km/h)
80356.png,35,Ahead only
80357.png,16,Vehicles over 3.5 metric tons prohibited
80358.png,4,Speed limit (70km/h)
80359.png,18,General caution
80360.png,28,Children crossing
80361.png,26,Traffic signals
80362.png,4,Speed limit (70km/h)
80363.png,12,Priority road
80364.png,1,Speed limit (30km/h)
80365.png,15,No vehicles
80366.png,31,Wild animals crossing
80367.png,40,Roundabout mandatory
80368.png,11,Right-of-way at the next intersection
80369.png,33,Turn right ahead
80370.png,23,Slippery road
80371.png,31,Wild animals crossing
80372.png,16,Vehicles over 3.5 metric tons prohibited
80373.png,14,Stop
80374.png,37,Go straight or left
80375.png,39,Keep left
80376.png,23,Slippery road
80377.png,27,Pedestrians
80378.png,23,Slippery road
80379.png,32,End of all speed and passing limits
80380.png,36,Go straight or right
80381.png,22,Bumpy road
80382.png,5,Speed limit (80km/h)
80383.png,0,Speed limit (20km/h)
80384.png,22,Bumpy road
80385.png,16,Vehicles over 3.5 metric tons prohibited
80386.png,21,Double curve
80387.png,30,Beware of ice/snow
80388.png,24,Road narrows on the right
80389.png,35,Ahead only
80390.png,40,Roundabout mandatory
80391.png,31,Wild animals crossing
80392.png,5,Speed limit (80km/h)
80393.png,29,Bicycles crossing
80394.png,2,Speed limit (50km/h)
80395.png,24,Road narrows on the right
80396.png,0,Speed limit (20km/h)
80397.png,18,General caution
80398.png,10,No passing for vehicles over 3.5 metric tons
80399.png,42,End of no passing by vehicles over 3.5 metric tons
80400.png,2,Speed limit (50km/h)
80401.png,10,No passing for vehicles over 3.5 metric tons
80402.png,26,Traffic signals
80403.png,30,Beware of ice/snow
80404.png,33,Turn right ahead
80405.png,10,No passing for vehicles over 3.5 metric tons
80406.png,8,Speed limit (120km/h)
80407.png,13,Yield
80408.png,34,Turn left ahead
80409.png,20,Dangerous curve to the right
80410.png,0,Speed limit (20km/h)
80411.png,21,Double curve
80412.png,12,Priority road
80413.png,21,Double curve
80414.png,11,Right-of-way at the next intersection
80415.png,21,Double curve
80416.png,18,General caution
80417.png,31,Wild animals crossing
80418.png,11,Right-of-way at the next intersection
80419.png,16,Vehicles over 3.5 metric tons prohibited
80420.png,25,Road work
80421.png,8,Speed limit (120km/h)
80422.png,30,Beware of ice/snow
80423.png,26,Traffic signals
80424.png,0,Speed limit (20km/h)
80425.png,8,Speed limit (120km/h)
80426.png,14,Stop
80427.png,24,Road narrows on the right
80428.png,33,Turn right ahead
80429.png,41,End of no passing
80430.png,33,Turn right ahead
80431.png,26,Traffic signals
80432.png,7,Speed limit (100km/h)
80433.png,18,General caution
80434.png,35,Ahead only
80435.png,37,Go straight or left
80436.png,39,Keep left
80437.png,31,Wild animals crossing
80438.png,21,Double curve
80439.png,8,Speed limit (120km/h)
80440.png,41,End of no passing
80441.png,10,No passing for vehicles over 3.5 metric tons
80442.png,37,Go straight or left
80443.png,33,Turn right ahead
80444.png,11,Right-of-way at the next intersection
80445.png,20,Dangerous curve to the right
80446.png,18,General caution
80447.png,10,No passing for vehicles over 3.5 metric tons
80448.png,13,Yield
80449.png,25,Road work
80450.png,8,Speed limit (120km/h)
80451.png,33,Turn right ahead
80452.png,5,Speed limit (80km/h)
80453.png,16,Vehicles over 3.5 metric tons prohibited
80454.png,12,Priority road
80455.png,29,Bicycles crossing
80456.png,34,Turn left ahead
80457.png,33,Turn right ahead
80458.png,20,Dangerous curve to the right
80459.png,32,End of all speed and passing limits
80460.png,21,Double curve
80461.png,17,No entry
80462.png,0,Speed limit (20km/h)
80463.png,11,Right-of-way at the next intersection
80464.png,36,Go straight or right
80465.png,40,Roundabout mandatory
80466.png,32,End of all speed and passing limits
80467.png,17,No entry
80468.png,35,Ahead only
80469.png,34,Turn left ahead
80470.png,30,Beware of ice/snow
80471.png,40,Roundabout mandatory
80472.png,5,Speed limit (80km/h)
80473.png,35,Ahead only
80474.png,24,Road narrows on the right
80475.png,27,Pedestrians
80476.png,35,Ahead only
80477.png,11,Right-of-way at the next intersection
80478.png,17,No entry
80479.png,40,Roundabout mandatory
80480.png,0,Speed limit (20km/h)
80481.png,22,Bumpy road
80482.png,8,Speed limit (120km/h)
80483.png,6,End of speed limit (80km/h)
80484.png,34,Turn left ahead
80485.png,25,Road work
80486.png,3,Speed limit (60km/h)
80487.png,0,Speed limit (20km/h)
80488.png,3,Speed limit (60km/h)
80489.png,11,Right-of-way at the next intersection
80490.png,40,Roundabout mandatory
80491.png,32,End of all speed and passing limits
80492.png,15,No vehicles
80493.png,31,Wild animals crossing
80494.png,37,Go straight or left
80495.png,6,End of speed limit (80km/h)
80496.png,15,No vehicles
80497.png,31,Wild animals crossing
80498.png,37,Go straight or left
80499.png,5,Speed limit (80km/h)
80500.png,30,Beware of ice/snow
80501.png,12,Priority road
80502.png,28,Children crossing
80503.png,31,Wild animals crossing
80504.png,21,Double curve
80505.png,40,Roundabout mandatory
80506.png,27,Pedestrians
80507.png,5,Speed limit (80km/h)
80508.png,23,Slippery road
80509.png,42,End of no passing by vehicles over 3.5 metric tons
80510.png,13,Yield
80511.png,12,Priority road
80512.png,42,End of no passing by vehicles over 3.5 metric tons
80513.png,36,Go straight or right
80514.png,30,Beware of ice/snow
80515.png,2,Speed limit (50km/h)
80516.png,40,Roundabout mandatory
80517.png,21,Double curve
80518.png,17,No entry
80519.png,16,Vehicles over 3.5 metric tons prohibited
80520.png,33,Turn right ahead
80521.png,25,Road work
80522.png,8,Speed limit (120km/h)
80523.png,42,End of no passing by vehicles over 3.5 metric tons
80524.png,27,Pedestrians
80525.png,10,No passing for vehicles over 3.5 metric tons
80526.png,4,Speed limit (70km/h)
80527.png,4,Speed limit (70km/h)
80528.png,24,Road narrows on the right
80529.png,41,End of no passing
80530.png,1,Speed limit (30km/h)
80531.png,15,No vehicles
80532.png,18,General caution
80533.png,18,General caution
80534.png,7,Speed limit (100km/h)
80535.png,18,General caution
80536.png,11,Right-of-way at the next intersection
80537.png,33,Turn right ahead
80538.png,41,End of no passing
80539.png,10,No passing for vehicles over 3.5 metric tons
80540.png,27,Pedestrians
80541.png,12,Priority road
80542.png,0,Speed limit (20km/h)
80543.png,20,Dangerous curve to the right
80544.png,39,Keep left
80545.png,13,Yield
80546.png,37,Go straight or left
80547.png,5,Speed limit (80km/h)
80548.png,3,Speed limit (60km/h)
80549.png,15,No vehicles
80550.png,11,Right-of-way at the next intersection
80551.png,34,Turn left ahead
80552.png,9,No passing
80553.png,11,Right-of-way at the next intersection
80554.png,14,Stop
80555.png,6,End of speed limit (80km/h)
80556.png,15,No vehicles
80557.png,16,Vehicles over 3.5 metric tons prohibited
80558.png,11,Right-of-way at the next intersection
80559.png,26,Traffic signals
80560.png,12,Priority road
80561.png,32,End of all speed and passing limits
80562.png,8,Speed limit (120km/h)
80563.png,18,General caution
80564.png,24,Road narrows on the right
80565.png,39,Keep left
80566.png,31,Wild animals crossing
80567.png,32,End of all speed and passing limits
80568.png,26,Traffic signals
80569.png,22,Bumpy road
80570.png,27,Pedestrians
80571.png,4,Speed limit (70km/h)
80572.png,42,End of no passing by vehicles over 3.5 metric tons
80573.png,14,Stop
80574.png,42,End of no passing by vehicles over 3.5 metric tons
80575.png,39,Keep left
80576.png,6,End of speed limit (80km/h)
80577.png,4,Speed limit (70km/h)
80578.png,37,Go straight or left
80579.png,37,Go straight or left
80580.png,40,Roundabout mandatory
80581.png,27,Pedestrians
80582.png,4,Speed limit (70km/h)
80583.png,32,End of all speed and passing limits
80584.png,26,Traffic signals
80585.png,13,Yield
80586.png,6,End of speed limit (80km/h)
80587.png,7,Speed limit (100km/h)
80588.png,1,Speed limit (30km/h)
80589.png,3,Speed limit (60km/h)
80590.png,14,Stop
80591.png,30,Beware of ice/snow
80592.png,31,Wild animals crossing
80593.png,23,Slippery road
80594.png,30,Beware of ice/snow
80595.png,5,Speed limit (80km/h)
80596.png,37,Go straight or left
80597.png,41,End of no passing
80598.png,22,Bumpy road
80599.png,4,Speed limit (70km/h)
80600.png,39,Keep left
80601.png,35,Ahead only
80602.png,14,Stop
